university,round,faculty,program,seats,topic_id,topic,GPAX,TGAT,TPAT 3,21 TPAT 21 ทัศนศิลป์,30 TPAT 3 ความถนัดทางวิทยาศาสตร์ เทคโนโลยี วิศวกรรมศาสตร์,50 TPAT 5 ความถนัดทางครุศาสตร์-ศึกษาศาสตร์,"61 A-Level ชุดที่ 1 (สายวิทย์ฯ): คณิตศาสตร์ประยุกต์ 1, ฟิสิกส์, เคมี, ชีววิทยา, สังคมศึกษา, ภาษาไทย, ภาษาอังกฤษ (ผลรวม)",61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม),"62/83/84/85/86/87/89 วิชาคณิตศาสตร์ประยุกต์ 2 (พื้นฐาน), 83 ภาษาฝรั่งเศส, 84 ภาษาเยอรมัน, 85 ภาษาญี่ปุ่น, 86 ภาษาเกาหลี, 87 ภาษาจีน, 89 ภาษาสเปน (ใช้เพียง 1 วิชา โดยระบบเลือกคะแนนวิชาที่ดีที่สุด)",63 วิทยาศาสตร์ประยุกต์,64 ฟิสิกส์,65 เคมี,66 ชีววิทยา,70 สังคมศึกษา,81 ภาษาไทย,82 ภาษาอังกฤษ,87 ภาษาจีน,89 ภาษาสเปน,90 TGAT ความถนัดทั่วไป,91 TGAT 1 การสื่อสารภาษาอังกฤษ,92 TGAT 2 การคิดอย่างมีเหตุผล,93 TGAT 3 สมรรถนะการทำงาน,GPAX ม.4-6 (6 เทอม),Portfolio,คณิตศาสตร์,ภาษาอังกฤษ,วิทยาศาสตร์และเทคโนโลยี,สอบสัมภาษณ์
Chulalongkorn,R3,คณะอักษรศาสตร์ สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,คณะอักษรศาสตร์ สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,20,4,61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ + 90 TGAT ความถนัดทั่วไป + 70 สังคมศึกษา,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะอักษรศาสตร์ สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาฝรั่งเศส,คณะอักษรศาสตร์ สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาฝรั่งเศส,187,3,87 ภาษาจีน + 70 สังคมศึกษา + 82 ภาษาอังกฤษ + TGAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะอักษรศาสตร์ สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเยอรมัน,คณะอักษรศาสตร์ สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเยอรมัน,,3,87 ภาษาจีน + 70 สังคมศึกษา + 82 ภาษาอังกฤษ + TGAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะอักษรศาสตร์ สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาญี่ปุ่น,คณะอักษรศาสตร์ สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาญี่ปุ่น,,3,87 ภาษาจีน + 70 สังคมศึกษา + 82 ภาษาอังกฤษ + TGAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะอักษรศาสตร์ สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเกาหลี,คณะอักษรศาสตร์ สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเกาหลี,,3,87 ภาษาจีน + 70 สังคมศึกษา + 82 ภาษาอังกฤษ + TGAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะอักษรศาสตร์ สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาจีน,คณะอักษรศาสตร์ สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาจีน,,3,87 ภาษาจีน + 70 สังคมศึกษา + 82 ภาษาอังกฤษ + TGAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะอักษรศาสตร์ สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาบาลี,คณะอักษรศาสตร์ สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาบาลี,,4,61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ + 90 TGAT ความถนัดทั่วไป + 70 สังคมศึกษา,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะอักษรศาสตร์ สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาสเปน,คณะอักษรศาสตร์ สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาสเปน,,4,61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ + 90 TGAT ความถนัดทั่วไป + 70 สังคมศึกษา,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะวิทยาศาสตร์ สาขาวิชาคณิตศาสตร์,คณะวิทยาศาสตร์ สาขาวิชาคณิตศาสตร์,15,0,TGAT + TPAT 3 + 61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ,0.0,20.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะวิทยาศาสตร์ สาขาวิชาวิทยาการคอมพิวเตอร์,คณะวิทยาศาสตร์ สาขาวิชาวิทยาการคอมพิวเตอร์,35,0,TGAT + TPAT 3 + 61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ,0.0,20.0,50.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะวิทยาศาสตร์ สาขาวิชาเคมี,คณะวิทยาศาสตร์ สาขาวิชาเคมี,,0,TGAT + TPAT 3 + 61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ,0.0,30.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะวิทยาศาสตร์ สาขาวิชาชีววิทยา (รูปแบบที่ 1),คณะวิทยาศาสตร์ สาขาวิชาชีววิทยา (รูปแบบที่ 1),10,0,TGAT + TPAT 3 + 61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ,0.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะวิทยาศาสตร์ สาขาวิชาชีววิทยา (รูปแบบที่ 2),คณะวิทยาศาสตร์ สาขาวิชาชีววิทยา (รูปแบบที่ 2),10,0,TGAT + TPAT 3 + 61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะวิทยาศาสตร์ สาขาวิชาสัตววิทยา (รูปแบบที่ 1),คณะวิทยาศาสตร์ สาขาวิชาสัตววิทยา (รูปแบบที่ 1),4,0,TGAT + TPAT 3 + 61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ,0.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะวิทยาศาสตร์ สาขาวิชาสัตววิทยา (รูปแบบที่ 2),คณะวิทยาศาสตร์ สาขาวิชาสัตววิทยา (รูปแบบที่ 2),4,0,TGAT + TPAT 3 + 61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะวิทยาศาสตร์ สาขาวิชาฟิสิกส์,คณะวิทยาศาสตร์ สาขาวิชาฟิสิกส์,24,0,TGAT + TPAT 3 + 61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ,0.0,30.0,40.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะวิทยาศาสตร์ สาขาวิชาพฤกษศาสตร์,คณะวิทยาศาสตร์ สาขาวิชาพฤกษศาสตร์,35,4,61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ + 90 TGAT ความถนัดทั่วไป + 70 สังคมศึกษา,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะวิทยาศาสตร์ สาขาวิชาพันธุศาสตร์,คณะวิทยาศาสตร์ สาขาวิชาพันธุศาสตร์,35,4,61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ + 90 TGAT ความถนัดทั่วไป + 70 สังคมศึกษา,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะวิทยาศาสตร์ สาขาวิชาเคมีวิศวกรรม (รูปแบบที่ 1),คณะวิทยาศาสตร์ สาขาวิชาเคมีวิศวกรรม (รูปแบบที่ 1),35,0,TGAT + TPAT 3 + 61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ,0.0,20.0,30.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะวิทยาศาสตร์ สาขาวิชาเคมีวิศวกรรม (รูปแบบที่ 2),คณะวิทยาศาสตร์ สาขาวิชาเคมีวิศวกรรม (รูปแบบที่ 2),35,0,TGAT + TPAT 3 + 61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะวิทยาศาสตร์ สาขาวิชาธรณีวิทยา,คณะวิทยาศาสตร์ สาขาวิชาธรณีวิทยา,12,0,TGAT + TPAT 3 + 61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์สิ่งแวดล้อม,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์สิ่งแวดล้อม,70,0,TGAT + TPAT 3 + 61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ,0.0,20.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์ทางทะเล,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์ทางทะเล,30,0,TGAT + TPAT 3 + 61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ,0.0,30.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะวิทยาศาสตร์ สาขาวิชาชีวเคมี,คณะวิทยาศาสตร์ สาขาวิชาชีวเคมี,12,0,TGAT + TPAT 3 + 61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ,0.0,20.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะวิทยาศาสตร์ สาขาวิชาวัสดุศาสตร์และเทคโนโลยี,คณะวิทยาศาสตร์ สาขาวิชาวัสดุศาสตร์และเทคโนโลยี,55,0,TGAT + TPAT 3 + 61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ,0.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะวิทยาศาสตร์ สาขาวิชาจุลชีววิทยา,คณะวิทยาศาสตร์ สาขาวิชาจุลชีววิทยา,40,0,TGAT + TPAT 3 + 61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ,0.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะวิทยาศาสตร์ สาขาวิชาเทคโนโลยีทางภาพและการพิมพ์,คณะวิทยาศาสตร์ สาขาวิชาเทคโนโลยีทางภาพและการพิมพ์,50,0,TGAT + TPAT 3 + 61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ,0.0,50.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chulalongkorn,R3,คณะวิทยาศาสตร์ สาขาวิชาเทคโนโลยีทางอาหาร (รูปแบบที่ 1),คณะวิทยาศาสตร์ สาขาวิชาเทคโนโลยีทางอาหาร (รูปแบบที่ 1),30,0,TGAT + TPAT 3 + 61 คณิตศาสตร์ประยุกต์ 1 (พื้นฐาน+เพิ่มเติม) + 82 ภาษาอังกฤษ,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
